user_pseudo_id,ga_session_id,user_session_key,week_start_date,data_split,candidate_output_type,intervention_group,candidate_output_label,within_group_priority_rank,within_group_priority_score,within_group_priority_band,within_group_priority_band_label,priority_score_scope,candidate_score_used,candidate_ranking_score,purchase_likelihood_score,raw_purchase_model_score,priority_rule,model_name_used,suggested_action,device_category,geo_country,channel_source,channel_medium,channel_segment,channel_segment_raw,channel_segment_clean,last_observed_funnel_stage,dropoff_after_stage,reached_view_item,reached_add_to_cart,reached_begin_checkout,reached_add_shipping_info,reached_add_payment_info,y_purchase,purchase_likelihood_rank,purchase_likelihood_percentile_within_split,ga_session_number,n_events,session_duration_seconds,engagement_time_msec_sum,n_item_rows,n_distinct_item_id,n_distinct_item_category,avg_item_price,max_item_price,qty_sum,model_ranking_score,global_purchase_likelihood_percentile,is_non_monotonic_funnel_path,is_monotonic_funnel_path
68464099.2600337443,6363779397,68464099.2600337443-6363779397,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,41,0.18367346938775508,review,Review,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,United States,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,335606,0.9295801381823704,1,6,9.898106,1547,0,0,0,0.0,0.0,0,0.36910205736231594,0.9295801381823704,0,1
2717707.1340952423,7239223254,2717707.1340952423-7239223254,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,42,0.16326530612244894,review,Review,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,Ireland,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,shop.googlemerchandisestore.com / referral,Google Merch Store referral traffic,view_item,after_view_item,1,0,0,0,0,0,335605,0.9295421759927113,2,6,23.671022,23813,12,12,2,32.16666666666667,60.0,12,0.36910205736231594,0.9295421759927113,0,1
71238074.8123541936,4133901172,71238074.8123541936-4133901172,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,43,0.1428571428571429,review,Review,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,United States,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,327020,0.6036367777693418,1,5,5.810642,174,0,0,0,0.0,0.0,0,0.36910205736231594,0.6036367777693418,0,1
9006725.4619540170,1346016517,9006725.4619540170-1346016517,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,44,0.12244897959183676,review,Review,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,Canada,<Other>,referral,<Other> / referral,<Other> / referral,Other referral traffic,view_item,after_view_item,1,0,0,0,0,0,326996,0.6027256852175233,1,34,491.68955,155441,32,22,4,18.333333333333336,115.0,32,0.36910205736231594,0.6027256852175233,0,1
6039986.2427041519,6772132337,6039986.2427041519-6772132337,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,45,0.10204081632653061,review,Review,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",mobile,United States,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,shop.googlemerchandisestore.com / referral,Google Merch Store referral traffic,view_item,after_view_item,1,0,0,0,0,0,326990,0.6024979120795687,3,17,729.870177,106634,13,12,2,42.75,69.0,13,0.36910205736231594,0.6024979120795687,0,1
88800414.8013244835,5061178164,88800414.8013244835-5061178164,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,46,0.08163265306122447,review,Review,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,India,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,326988,0.6024219877002506,1,6,2.662901,1557,0,0,0,0.0,0.0,0,0.36910205736231594,0.6024219877002506,0,1
4839907.9074631080,2718268816,4839907.9074631080-2718268816,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,47,0.061224489795918324,review,Review,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",tablet,United States,google,organic,google / organic,google / organic,Google organic traffic,view_item,after_view_item,1,0,0,0,0,0,326987,0.6023840255105914,1,6,2.612697,2600,0,0,0,0.0,0.0,0,0.36910205736231594,0.6023840255105914,0,1
6904983.1821224722,7499226761,6904983.1821224722-7499226761,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,48,0.04081632653061229,review,Review,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,India,Partners,affiliate,Partners / affiliate,Partners / affiliate,Partners affiliate traffic,view_item,after_view_item,1,0,0,0,0,0,327258,0.6126717789082075,1,26,1727.955384,72040,28,12,2,6.166666666666666,16.0,28,0.36910205736231594,0.6126717789082075,0,1
47317758.5508169198,491482371,47317758.5508169198-491482371,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,49,0.020408163265306145,review,Review,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,United States,(direct),(none),(direct) / (none),(direct) / (none),Direct traffic,view_item,after_view_item,1,0,0,0,0,0,326984,0.6022701389416142,5,5,47.82975,21053,12,11,1,27.083333333333336,40.0,12,0.36910205736231594,0.6022701389416142,0,1
1208137.2525422424,7932536211,1208137.2525422424-7932536211,2021-01-25,test,browse_intervention,Browse drop-off review,Browse drop-off review,50,0.0,review,Review,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_browse_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review product detail page relevance, product information, price clarity or add-to-cart call-to-action.",desktop,Palestine,(direct),(none),(direct) / (none),(direct) / (none),Direct traffic,view_item,after_view_item,1,0,0,0,0,0,326976,0.6019664414243413,2,9,14.648474,9643,0,0,0,0.0,0.0,0,0.36910205736231594,0.6019664414243413,0,1
9470937.3851692393,1155786532,9470937.3851692393-1155786532,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,1,1.0,very_high,Very high within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,India,google,organic,google / organic,google / organic,Google organic traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,336955,0.9807911320324957,1,11,143.871604,132094,33,18,3,14.878787878787877,40.0,33,0.36910205736231594,0.9807911320324957,0,1
87428976.9971295990,6962669194,87428976.9971295990-6962669194,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,2,0.9795918367346939,very_high,Very high within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,United States,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,shop.googlemerchandisestore.com / referral,Google Merch Store referral traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,313358,0.08499734264672386,2,22,78.1935,32968,20,11,1,15.799999999999999,20.0,20,0.36910205736231594,0.08499734264672386,0,1
68116298.7220939241,2086783888,68116298.7220939241-2086783888,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,3,0.9591836734693877,very_high,Very high within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,United States,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,shop.googlemerchandisestore.com / referral,Google Merch Store referral traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,313383,0.08594639738820135,1,36,313.21145,305677,36,24,4,34.888888888888886,69.0,37,0.36910205736231594,0.08594639738820135,0,1
85717371.0774254832,1890154012,85717371.0774254832-1890154012,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,4,0.9387755102040817,very_high,Very high within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,India,google,organic,google / organic,google / organic,Google organic traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,336929,0.979804115101359,1,22,209.341446,120605,73,16,2,28.111111111111114,40.0,73,0.36910205736231594,0.979804115101359,0,1
3616044.3062027487,1611707786,3616044.3062027487-1611707786,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,5,0.9183673469387755,very_high,Very high within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,United States,google,organic,google / organic,google / organic,Google organic traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,336819,0.9756282742388581,1,17,89.53383,52549,24,12,2,24.25,95.0,24,0.36910205736231594,0.9756282742388581,0,1
77674113.1436134018,9794545035,77674113.1436134018-9794545035,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,6,0.8979591836734694,very_high,Very high within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",mobile,United States,google,organic,google / organic,google / organic,Google organic traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,313477,0.08951484321615671,1,113,688.540279,387927,172,51,9,19.894736842105264,45.0,172,0.36910205736231594,0.08951484321615671,0,1
39973771.7056795304,8563526763,39973771.7056795304-8563526763,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,7,0.8775510204081632,very_high,Very high within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",mobile,United States,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,shop.googlemerchandisestore.com / referral,Google Merch Store referral traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,313514,0.0909194442335434,2,58,517.363176,480946,125,32,6,27.693548387096776,69.0,125,0.36910205736231594,0.0909194442335434,0,1
25631840.3215691016,6445291353,25631840.3215691016-6445291353,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,8,0.8571428571428572,very_high,Very high within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,United States,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,shop.googlemerchandisestore.com / referral,Google Merch Store referral traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,335793,0.936679067648622,3,25,359.167761,143353,27,14,3,6.4,20.0,27,0.36910205736231594,0.936679067648622,0,1
31221572.8286569024,4804756367,31221572.8286569024-4804756367,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,9,0.8367346938775511,very_high,Very high within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,Canada,google,organic,google / organic,google / organic,Google organic traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,335772,0.9358818616657809,1,49,1302.479426,455868,144,15,2,38.638888888888886,89.0,144,0.36910205736231594,0.9358818616657809,0,1
84685660.7453986259,4150008291,84685660.7453986259-4150008291,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,10,0.8163265306122449,very_high,Very high within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",mobile,China,google,organic,google / organic,google / organic,Google organic traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,335760,0.9354263153898716,1,11,148.643128,119791,36,13,2,32.05555555555556,60.0,36,0.36910205736231594,0.9354263153898716,0,1
7796217.5342863927,7742873469,7796217.5342863927-7742873469,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,11,0.7959183673469388,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,Saudi Arabia,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,shop.googlemerchandisestore.com / referral,Google Merch Store referral traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,335724,0.9340596765621441,4,20,36.182255,15639,24,12,1,25.916666666666664,69.0,24,0.36910205736231594,0.9340596765621441,0,1
7796217.5342863927,5866684821,7796217.5342863927-5866684821,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,12,0.7755102040816326,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,Saudi Arabia,google,organic,google / organic,google / organic,Google organic traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,335720,0.9339078278035077,3,17,352.880774,77162,108,15,1,19.194444444444443,30.0,108,0.36910205736231594,0.9339078278035077,0,1
42438831.2252292661,9963287266,42438831.2252292661-9963287266,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,13,0.7551020408163265,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",mobile,India,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,shop.googlemerchandisestore.com / referral,Google Merch Store referral traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,335710,0.9335282059069168,1,23,67.604346,37578,26,13,2,22.333333333333336,58.0,26,0.36910205736231594,0.9335282059069168,0,1
8240720.0449127918,601677951,8240720.0449127918-601677951,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,14,0.7346938775510203,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",mobile,United States,google,organic,google / organic,google / organic,Google organic traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,335631,0.9305291929238478,1,18,100.518741,20605,25,13,3,40.0,115.0,25,0.36910205736231594,0.9305291929238478,0,1
48921060.9632332805,7207125149,48921060.9632332805-7207125149,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,15,0.7142857142857143,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",mobile,United States,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,shop.googlemerchandisestore.com / referral,Google Merch Store referral traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,335529,0.9266570495786197,2,15,195.912287,112535,48,21,4,17.208333333333332,40.0,48,0.36910205736231594,0.9266570495786197,0,1
1540124.2144280285,5349214666,1540124.2144280285-5349214666,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,16,0.6938775510204082,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,United States,google,organic,google / organic,google / organic,Google organic traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,335512,0.926011692354415,1,66,352.880961,326063,63,23,3,25.206349206349206,69.0,63,0.36910205736231594,0.926011692354415,0,1
90873436.9015411774,21525767,90873436.9015411774-21525767,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,17,0.6734693877551021,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,Morocco,google,organic,google / organic,google / organic,Google organic traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,335501,0.9255941082681649,1,31,241.702367,237374,48,8,1,19.333333333333332,60.0,48,0.36910205736231594,0.9255941082681649,0,1
61838163.1665521077,5129108696,61838163.1665521077-5129108696,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,18,0.653061224489796,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",mobile,Taiwan,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,shop.googlemerchandisestore.com / referral,Google Merch Store referral traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,335471,0.924455242578392,2,29,1989.71578,279073,49,13,2,23.333333333333336,76.0,49,0.36910205736231594,0.924455242578392,0,1
18020270.1282886699,6220157004,18020270.1282886699-6220157004,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,19,0.6326530612244898,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",mobile,United States,google,organic,google / organic,google / organic,Google organic traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,335464,0.9241895072507782,1,28,503.068386,452989,2,2,1,55.0,55.0,2,0.36910205736231594,0.9241895072507782,0,1
77478045.0093355364,8086608648,77478045.0093355364-8086608648,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,20,0.6122448979591837,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,Canada,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,shop.googlemerchandisestore.com / referral,Google Merch Store referral traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,335433,0.9230126793713461,8,27,2052.541515,48172,27,13,2,5.916666666666667,16.0,27,0.36910205736231594,0.9230126793713461,0,1
55080174.6958250937,9467374858,55080174.6958250937-9467374858,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,21,0.5918367346938775,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,United States,google,organic,google / organic,google / organic,Google organic traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,335402,0.921835851491914,3,5,5.741042,2961,24,12,1,26.416666666666668,120.0,24,0.36910205736231594,0.921835851491914,0,1
37685762.7135422206,5243345518,37685762.7135422206-5243345518,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,22,0.5714285714285714,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,United States,google,organic,google / organic,google / organic,Google organic traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,335280,0.9172044643535039,1,23,148.23229,98065,38,14,3,39.351351351351354,69.0,39,0.36910205736231594,0.9172044643535039,0,1
69257852.7515320769,1626240017,69257852.7515320769-1626240017,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,23,0.5510204081632653,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,Canada,(direct),(none),(direct) / (none),(direct) / (none),Direct traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,314914,0.14406650975628274,4,32,281.766164,77888,120,25,3,43.23333333333332,115.0,120,0.36910205736231594,0.14406650975628274,0,1
1631937.5426151197,9576635233,1631937.5426151197-9576635233,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,24,0.5306122448979591,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,United States,<Other>,referral,<Other> / referral,<Other> / referral,Other referral traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,314879,0.14273783311821425,1,55,493.836609,278251,121,28,5,41.13333333333334,69.0,121,0.36910205736231594,0.14273783311821425,0,1
63840196.0745035697,7979701709,63840196.0745035697-7979701709,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,25,0.5102040816326531,high,High within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,India,google,organic,google / organic,google / organic,Google organic traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,314787,0.1392453116695771,1,14,105.507401,98902,25,13,2,27.5,40.0,25,0.36910205736231594,0.1392453116695771,0,1
7993840.5741597279,2417003666,7993840.5741597279-2417003666,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,26,0.4897959183673469,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,Vietnam,google,organic,google / organic,google / organic,Google organic traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,314714,0.13647407182446283,6,33,2405.118793,54097,73,30,4,27.66666666666666,69.0,73,0.36910205736231594,0.13647407182446283,0,1
55104787.0224772643,6902269390,55104787.0224772643-6902269390,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,27,0.4693877551020408,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,United States,<Other>,referral,<Other> / referral,<Other> / referral,Other referral traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,314687,0.13544909270366715,2,27,550.511166,141613,49,13,3,44.458333333333336,69.0,49,0.36910205736231594,0.13544909270366715,0,1
42989357.8238923413,9932467098,42989357.8238923413-9932467098,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,28,0.44897959183673475,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,United States,google,organic,google / organic,google / organic,Google organic traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,314548,0.13017234834105232,1,21,291.150352,227000,92,36,4,34.630434782608695,79.0,92,0.36910205736231594,0.13017234834105232,0,1
5657492.4929537633,9370771749,5657492.4929537633-9370771749,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,29,0.4285714285714286,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,Turkey,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,shop.googlemerchandisestore.com / referral,Google Merch Store referral traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,314502,0.12842608761673374,1,36,462.716347,449203,192,18,2,44.02604166666667,89.0,192,0.36910205736231594,0.12842608761673374,0,1
4341795.5472462266,8527361965,4341795.5472462266-8527361965,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,30,0.40816326530612246,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,United States,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,shop.googlemerchandisestore.com / referral,Google Merch Store referral traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,314492,0.12804646572014275,1,88,3023.237099,311560,243,72,7,28.40416666666666,120.0,244,0.36910205736231594,0.12804646572014275,0,1
9146898.1150324128,8531017519,9146898.1150324128-8531017519,2021-01-25,test,cart_intervention,Cart drop-off review,Cart drop-off review,31,0.3877551020408163,medium,Medium within group,within_intervention_group_percentile,model_ranking_score,0.36910205736231594,3.099136093204896e-05,0.36910205736231594,top_50_cart_intervention_by_model_ranking_score,LightGBM calibrated likelihood,"Review cart friction, delivery information, price concerns or checkout entry points.",desktop,United States,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,shop.googlemerchandisestore.com / referral,Google Merch Store referral traffic,add_to_cart,after_add_to_cart,1,1,0,0,0,0,314469,0.12717333535798345,3,29,114.544902,46854,49,14,3,20.520833333333332,40.0,49,0.36910205736231594,0.12717333535798345,0,1
